method,lora_modules,rank,seed,epoch,train_loss,valid_accuracy,log_file
independent_ffn_only,ffn,5,3,17,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_ffn_only_lm_standard_sh_none_mod_ffn_r5_s3_diagfixao_train_log.txt
independent_ffn_only,ffn,5,3,18,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_ffn_only_lm_standard_sh_none_mod_ffn_r5_s3_diagfixao_train_log.txt
independent_ffn_only,ffn,5,3,19,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_ffn_only_lm_standard_sh_none_mod_ffn_r5_s3_diagfixao_train_log.txt
independent_ffn_only,ffn,5,3,20,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_ffn_only_lm_standard_sh_none_mod_ffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,1,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,2,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,3,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,4,0.998000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,5,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,6,0.998000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,7,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,8,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,9,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,10,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,11,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,12,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,13,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,14,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,15,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,16,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,17,1.000000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,18,1.001000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,19,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,1,20,0.999000,0.506048,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s1_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,1,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,2,1.008000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,3,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,4,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,5,1.010000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,6,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,7,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,8,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,9,1.010000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,10,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,11,1.011000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,12,1.010000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,13,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,14,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,15,1.010000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,16,1.010000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,17,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,18,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,19,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,2,20,1.009000,0.505903,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s2_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,1,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,2,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,3,0.991000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,4,0.991000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,5,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,6,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,7,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,8,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,9,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,10,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,11,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,12,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,13,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,14,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,15,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,16,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,17,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,18,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,19,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
independent_attn_ffn,"attn,ffn",5,3,20,0.992000,0.506020,/mnt/d/project/Language-Understanding-RoBERTa/bert_lora/log_dir/SST-2/dp_sst2_independent_attn_ffn_lm_standard_sh_none_mod_attnffn_r5_s3_diagfixao_train_log.txt
